Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County
"Bay Side Mini Mart Inc",-73.935112,40.584133,"3119 Emmons Ave","","Brooklyn","NY","11235","1724","KINGS" 
"AB Supermarkets Inc",-73.635559,40.725029,"153 7th St","","Garden City","NY","11530","5770","NASSAU" 
"MOTIS SUPERMARKET INC",-74.069145,41.109303,"19 Main St","","Monsey","NY","10952","3707","ROCKLAND" 
"OMEGA DELI COMPANY",-78.765892,42.839603,"455 CENTER ROAD","","WEST SENECA","NY","14224","","ERIE" 
"Silver Deli Grocery Corp",-73.84623,40.844379,"1497 Williamsbridge Rd","Store #6","Bronx","NY","10461","2506","BRONX" 
"New Cindy Mini Market Corp",-73.786118,41.029625,"240 Battle Ave","","White Plains","NY","10606","2148","WESTCHESTER" 
"A-1 HALAL MEAT AND GROCERIES",-75.920937,42.099434,"59 MAIN STREET","","BINGHAMTON","NY","13905","","BROOME" 
"Northville Farms DF",-72.616684,40.971107,"5333 Sound Ave","","Riverhead","NY","11901","5639","SUFFOLK" 
"WALGREEN 06982",-73.962761,40.607002,"946 Kings Hwy","Ste 1","Brooklyn","NY","11223","2350","KINGS" 
"Chang Fa Food Market Inc",-73.957123,40.598686,"1418 Avenue U","","Brooklyn","NY","11229","3320","KINGS" 
"99 Cents Paradise Inc",-73.9011,40.74588,"6311 Roosevelt Ave","","Woodside","NY","11377","3641","QUEENS" 
"La Quebradita Grocery Corp",-74.087494,40.638542,"405 Jersey St","","Staten Island","NY","10301","2227","RICHMOND" 
"FASTRAC MARKETS # 246",-75.249908,43.087273,"1672 Oneida St","","Utica","NY","13501","4727","ONEIDA" 
"1610 Nostrand Food Corp",-73.949165,40.646755,"1610 Nostrand Ave","","Brooklyn","NY","11226","5516","KINGS" 
"Toledo Grocery Store Inc",-73.889137,40.813808,"670 Barretto St","","Bronx","NY","10474","","BRONX" 
"Whole Foods Market 10162",-73.989883,40.734646,"4 Union Sq S","","New York","NY","10003","4196","NEW YORK" 
"DOLLAR GENERAL 9839",-77.963921,42.127464,"98 Bolivar Rd","","Wellsville","NY","14895","9303","ALLEGANY" 
"DOLLAR GENERAL 7491",-74.472435,42.680347,"813 E Main St","","Cobleskill","NY","12043","5011","SCHOHARIE" 
"Giselle Mini Market",-73.905571,40.674625,"1697 E New York Ave","","Brooklyn","NY","11212","8018","KINGS" 
"67 Macombs Deli Grocery",-73.937454,40.826847,"67 Macombs Place","","New York","NY","10039","1800","NEW YORK" 
"PRICE CHOPPER 206",-75.437546,43.233158,"1790 Black River Blvd N","","Rome","NY","13440","2454","ONEIDA" 
"PRICE CHOPPER 210",-74.996651,42.856571,"1 Main St","","Richfield Springs","NY","13439","2527","OTSEGO" 
"Danar Meat Corp",-73.935394,40.832142,"159-04 Harlem River Dr","","New York","NY","10039","","NEW YORK" 
"Chinelus Corp",-73.884628,40.854263,"695 E 187th St","","Bronx","NY","10458","6801","BRONX" 
"Austin Fruit & Vegetable Corp",-73.854675,40.723808,"6725 Austin St","","Forest Hills","NY","11375","3533","QUEENS" 
"Lucky Deli & Grocery",-74.066177,40.614044,"1200 Bay St","","Staten Island","NY","10305","3120","RICHMOND" 
"Family Deli Grocery",-74.120628,40.634209,"1138 Castleton Ave","","Staten Island","NY","10310","1727","RICHMOND" 
"A.S. Convenient Corp.",-77.599213,43.182171,"934 Hudson Ave","","Rochester","NY","14621","3746","MONROE" 
"Best Yet Market of Hicksville Inc",-73.518585,40.749619,"434 Jerusalem Ave","","Hicksville","NY","11801","5504","NASSAU" 
"Rite Aid 10699",-73.824883,42.773022,"1215 Troy Schenectady Rd","","SCHENECTADY","NY","12309","","SCHENECTADY" 
"ROYAL IMPORTS",-75.208862,43.084286,"1201 Albany St","","Utica","NY","13501","3309","ONEIDA" 
"Don Lucas Grocery Inc",-73.91729,40.852043,"218 W Tremont Ave","","Bronx","NY","10453","5316","BRONX" 
"NY KING MART",-77.598328,43.158913,"527 E Main St","","Rochester","NY","14604","2509","MONROE" 
"Beba Grocery Corp",-73.903305,40.855999,"2183 Morris Ave","","Bronx","NY","10453","2510","BRONX" 
"Diamond Deli Grocery Corp",-74.080421,40.624401,"171 Broad St","","Staten Island","NY","10304","2057","RICHMOND" 
"CEDAR STREET DELI & GROCERY 800121404",-74.00795,41.927448,"109 Cedar St","","Kingston","NY","12401","5058","ULSTER" 
"STOP & SHOP 583",-72.982536,40.824806,"700-30 PATCHOQUE RD","","MEDFORD","NY","11763","","SUFFOLK" 
"STOP & SHOP 502",-73.663872,40.997746,"25 Waterfront Pl","","Port Chester","NY","10573","6001","WESTCHESTER" 
"Roosevelt Fruits & Vegetables",-73.868141,40.749264,"97-02 Roosevelt Ave","","Corona","NY","11368","2130","QUEENS" 
"Wooyong Corp",-73.912506,40.755894,"4802 Broadway","","Astoria","NY","11103","1631","QUEENS" 
"STOP & SHOP 512",-74.169296,40.57933,"2795 Richmond Ave","Ste 1","Staten Island","NY","10314","5857","RICHMOND" 
"STOP & SHOP 581",-74.114716,40.565372,"2754 Hylan Blvd","","Staten Island","NY","10306","4658","RICHMOND" 
"LACKAWANNA SAVE A LOT 24444",-78.805161,42.830601,"1234 Abbott Rd","Ste 350","Buffalo","NY","14218","1951","ERIE" 
"Western Beef Retail Inc 53",-73.902008,40.694405,"1089 Wyckoff Ave","","Ridgewood","NY","11385","5751","QUEENS" 
"La Poblanita Deli Grocery Corp",-73.665672,41.00486,"73 Poningo St","","Port Chester","NY","10573","4030","WESTCHESTER" 
"Collage Ave Deli & Market Inc",-73.912727,40.833294,"288 E 168th St","#1","Bronx","NY","10456","","BRONX" 
"Arthur Ave Italian Deli Inc",-73.888519,40.854343,"2344A Arthur Ave","","Bronx","NY","10458","8104","BRONX" 
"SAFI GROCERY",-77.632149,43.159496,"446 Jay St","","Rochester","NY","14611","1410","MONROE" 
"1654 METROPOLITAN AVE",-73.855507,40.84034,"1654 Metropolitan Ave","","Bronx","NY","10462","6903","BRONX" 
"Jennings Fruits & Vegetables Inc",-73.890114,40.832237,"937 Jennings St","","Bronx","NY","10460","6034","BRONX" 
"Patel Grocery Corp",-74.014359,40.644627,"5303 4th Ave","","Brooklyn","NY","11220","3003","KINGS" 
"National Deli Grocery",-73.985573,40.641342,"3724 13th Ave","","Brooklyn","NY","11218","3628","KINGS" 
"RD & R Deli & Grocery Corp",-74.088264,40.611664,"612 Richmond Rd","","Staten Island","NY","10304","2410","RICHMOND" 
"ET PLUS MINI MARKET",-77.590965,43.175789,"540 Portland Ave","","Rochester","NY","14621","5118","MONROE" 
"HANNIBAL QUICK MART INC",-76.578926,43.320793,"971 Cayuga St","","Hannibal","NY","13074","3138","OSWEGO" 
"Central Yetev Lev D'Satmar Meat Inc",-73.959816,40.706116,"187 Ross St","","Brooklyn","NY","11211","7204","KINGS" 
"TOMION'S FARM MARKET",-77.067528,42.751667,"200 State Route 14A","","Penn Yan","NY","14527","9134","YATES" 
"Utica Halal Live Poultry Corp",-73.931396,40.661919,"473 Utica Ave","","Brooklyn","NY","11203","1318","KINGS" 
"EXXON TIGER MART",-78.96405,43.091488,"8628 Niagara Falls Blvd","","Niagara Falls","NY","14304","2551","NIAGARA" 
"El Loco Pollo Meat Mrkt Inc",-73.894463,40.929138,"33 Park Hill Ave","","Yonkers","NY","10701","4140","WESTCHESTER" 
"COUNTRY FARMS",-73.968735,42.789867,"2541 Guilderland Ave","","Rotterdam","NY","12306","3801","SCHENECTADY" 
"Calle 9 Deli Grocery",-73.941498,40.761833,"3563 9th St","","Long Island CIty","NY","11106","5103","QUEENS" 
"Santa Ana Deli & Grocery Corp",-73.919891,40.702168,"171 Irving Ave","","Brooklyn","NY","11237","4200","KINGS" 
"Yoon Fish Market",-73.900612,40.868237,"79 W Kingsbridge Rd","","Bronx","NY","10468","7512","BRONX" 
"CANTON FARMER'S MARKET",-75.150574,44.582851,"VILLAGE GREEN","","CANTON","NY","13617","","ST LAWRENCE" 
"SKIP'S IN THE VILLAGE",-77.443542,43.100262,"102 Fairport Village Lndg","","Fairport","NY","14450","1804","MONROE" 
"CAVES FOOD CENTER",-79.177841,42.468376,"3-5 Main St","","Forestville","NY","14062","9777","CHAUTAUQUA" 
"Third Ave Grocery & Deli",-73.913025,40.82024,"3047 3rd Ave","","Bronx","NY","10451","4607","BRONX" 
"A S Supermarket",-73.864693,40.686066,"7510A 91st Ave","","Woodhaven","NY","11421","2824","QUEENS" 
"Van Wyck Deli Grocery Inc",-73.805771,40.681862,"11462 Van Wyck Expy","","South Ozone Park","NY","11420","2229","QUEENS" 
"SUNOCO    7471",-76.809013,42.091225,"359 N Main St","","Elmira","NY","14901","2727","CHEMUNG" 
"IGUA  Food Corp",-73.89209,40.860378,"421 E 189th St","","Bronx","NY","10458","5506","BRONX" 
"RAVENA SHOP'N SAVE",-73.816467,42.466927,"2481 ROUTE 9W","FAITH PLAZA","RAVENA","NY","12143","","ALBANY" 
"Allen Mini Market",-73.808342,40.687096,"10750 Van Wyck Expy","","S Richmond Hl","NY","11419","3232","QUEENS" 
"Gleason Grocery Corp",-73.866577,40.82988,"1791 Gleason Ave","","Bronx","NY","10472","4745","BRONX" 
"FIVE CORNER MOBILE",-74.287186,42.941616,"165 Church St","","Amsterdam","NY","12010","4221","MONTGOMERY" 
"394 Etna Mini Market Corp",-73.869278,40.687893,"394 Etna St","","Brooklyn","NY","11208","1802","KINGS" 
"S & A Convenience Inc",-73.292114,40.738564,"42 Bay Shore Rd","","Bay Shore","NY","11706","3603","SUFFOLK" 
"1001 San Miguel Food Center Inc",-73.919693,40.829147,"1001 Sheridan Ave","","Bronx","NY","10456","6376","BRONX" 
"DR 731 INC.",-73.959724,40.655136,"731 Flatbush Ave","","Brooklyn","NY","11226","1403","KINGS" 
"Desi Subzi Mandi Inc",-73.794395,40.710075,"168-10 Hillside Ave","","Jamaica","NY","11432","","QUEENS" 
"GAJESKI PRODUCE DF",-72.614342,40.972725,"5403 Sound Ave","","Riverhead","NY","11901","5610","SUFFOLK" 
"DOLLAR GENERAL 6766",-76.065346,42.09449,"310 Exchange Ave","","Endicott","NY","13760","6010","BROOME" 
"KING KULLEN 30",-73.110519,40.936016,"1375 Route 25A","","East Setauket","NY","11733","2842","SUFFOLK" 
"Staten Convenient Food Market",-74.08139,40.636799,"164 Victory Blvd","","Staten Island","NY","10301","2946","RICHMOND" 
"Lizmelis Grocery",-73.855782,40.688255,"8619 91st Ave","","Woodhaven","NY","11421","2526","QUEENS" 
"K.F. And Kids Inc",-74.078827,40.638332,"1 Corson Ave","","Staten Island","NY","10301","2922","RICHMOND" 
"Pak O Avenue Corp",-73.981506,40.610519,"97 Avenue O","","Brooklyn","NY","11204","6542","KINGS" 
"BUSTI CIDER MILL & FARM MARKET DF",-79.291054,42.04998,"1135 Southwestern Dr","","Jamestown","NY","14701","9430","CHAUTAUQUA" 
"POUGHKEEPSIE FARM PROJECT CSA",-73.911682,41.707977,"HOOKER & RAYMOND AVES","","POUGHKEEPSIE","NY","12601","","DUTCHESS" 
"WALGREEN 02758",-73.864555,41.080116,"162 Wildey St","","Tarrytown","NY","10591","2910","WESTCHESTER" 
"Twin Brothers Deli Grocery Corp",-73.950447,40.658787,"1176 Nostrand Ave","","Brooklyn","NY","11225","5418","KINGS" 
"F & G Meat Inc",-73.948364,40.640396,"1859 Nostrand Ave","","Brooklyn","NY","11226","7922","KINGS" 
"River Way Deli & Grocery Corp",-73.898483,40.927814,"50 Herriot St","","Yonkers","NY","10701","4788","WESTCHESTER" 
"Varni Inc",-73.621941,40.692875,"415 S Franklin St","","Hempstead","NY","11550","7336","NASSAU" 
"Rahaman Halal Butchery Inc",-73.817184,40.688923,"12720 Liberty Ave","","South Richmond Hill","NY","11419","2216","QUEENS" 
"Villas Market Place Inc",-73.903412,40.880959,"5665 Broadway","","Bronx","NY","10463","4147","BRONX" 
"Willis Deli Grocery Inc",-73.918198,40.815399,"526B Willis Ave","","Bronx","NY","10455","","BRONX" 
"Dhaka Grocery",-73.870422,40.675674,"2755 Pitkin Ave","","Brooklyn","NY","11208","3119","KINGS" 
"UKIE'S",-73.497284,44.653965,"132 Irish Settlement Rd","","Plattsburgh","NY","12901","5827","CLINTON" 
"6th Ave. Deli Inc",-73.976074,40.678173,"133 6th Ave","","Brooklyn","NY","11217","3522","KINGS" 
"Charo West Indian Grocery",-73.870949,40.679073,"396 Crescent St","","Brooklyn","NY","11208","2830","KINGS" 
"GRISTEDES 601",-73.96833,40.799236,"2700 Broadway","","New York","NY","10025","8740","NEW YORK" 
"White Plains Fruits And Vegetables Inc",-73.863022,40.882919,"3754 White Plains Rd","Frnt 1","Bronx","NY","10467","5731","BRONX" 
"Miami Deli Grocery Inc",-73.952164,40.811291,"320 SAINT NICHOLAS AVE","","New York","NY","10027","4320","NEW YORK" 
"Bonao Meats And Produce Inc",-73.937996,40.847862,"4189 Broadway","","New York","NY","10033","3735","NEW YORK" 
"KHAL DIVREI CHAIM-NOACH STROBEL",-74.835533,41.680023,"86 W SHORE RD","","KAUNEONGA LAKE","NY","12749","","SULLIVAN" 
"ANDY'S QUICK STOP",-79.039131,43.088596,"1822 Niagara St","","Niagara Falls","NY","14303","1627","NIAGARA" 
"HATIMY MARKET",-78.890251,42.921505,"278 Grant St","","Buffalo","NY","14213","1421","ERIE" 
"CVS PHARMACY INC. 1770",-73.763321,41.024998,"325 Mamaroneck Ave","","White Plains","NY","10605","1440","WESTCHESTER" 
"Clinton Supermarket & Mall Corp",-74.036888,40.616173,"90-96 Clinton St","","New York","NY","10002","","NEW YORK" 
"Aziz Enterprise Corp",-73.869476,40.844093,"603 Morris Park Ave","","Bronx","NY","10460","2534","BRONX" 
"MOUNTAIN MART # 106",-75.15062,44.596867,"103 E Main St","","Canton","NY","13617","1445","ST LAWRENCE" 
"SAM'S MINI MARKET INC",-75.261497,43.109764,"2107 Whitesboro St","","Utica","NY","13502","3230","ONEIDA" 
"ALDI 80",-78.878349,42.953869,"2090 Elmwood Ave","","Buffalo","NY","14207","","ERIE" 
"Livonia Food Corp",-73.909081,40.662922,"702 Rockaway Ave","","Brooklyn","NY","11212","5404","KINGS" 
"FOOD BUYING OF MOSDOS INC",-74.585312,41.756351,"218 Firehouse Rd","","Woodbourne","NY","12788","5721","SULLIVAN" 
"S & R Deli Grocery Corp",-73.910515,40.83741,"300 E 170th St","","Bronx","NY","10456","1106","BRONX" 
"Amapen Mini Mart Corp",-73.859215,40.751511,"3802 108th St","","Corona","NY","11368","2021","QUEENS" 
"UPSTATE CONVENIENCE MARKET LLC",-76.157852,43.028488,"919 South Ave","","Syracuse","NY","13207","1820","ONONDAGA" 
"SENECA KNOLLS  BIG M",-76.286652,43.12133,"7252 State Fair Blvd","","Syracuse","NY","13209","1867","ONONDAGA" 
"Supreme Health Food Center USA LLC",-73.984291,40.632244,"4624 16th Ave","","Brooklyn","NY","11204","1104","KINGS" 
"Fifth Avenue Gourmet Deli Inc",-73.935875,40.81509,"2289 Fifth Ave","","New York","NY","10037","1702","NEW YORK" 
"Abreu Grocery",-73.899567,40.830776,"773 E 169th St","","Bronx","NY","10456","2609","BRONX" 
"M & G Food Corp",-73.910789,40.830902,"391 E 167th St","","Bronx","NY","10456","4009","BRONX" 
"99 Cent Blast Inc",-73.948547,40.641075,"1838 Nostrand Ave","","Brooklyn","NY","11226","7132","KINGS" 
"JIB Deli & Grocery Corp",-73.864174,40.752666,"37-22 103 St","","Corona","NY","11368","1953","QUEENS" 
"SHOP RITE OF WEST BABYLON",-73.34584,40.704823,"50-110 Route 109","","West Babylon","NY","11704","6208","SUFFOLK" 
"Beech Grocery Corp",-73.889908,40.931286,"111 Beech St","","Yonkers","NY","10701","4303","WESTCHESTER" 
"Market at Bissel Gardens - JUST FOODS - FM",-73.846916,40.901524,"Baychester Ave & 241st ST","","BRONX","NY","10457","","BRONX" 
"A & E Convenience Corp",-73.935555,40.601376,"3090 Avenue U","","Brooklyn","NY","11229","5117","KINGS" 
"WALGREEN 01214",-73.959084,40.76775,"1328 2nd Ave","","New York","NY","10021","5202","NEW YORK" 
"WALGREEN 01013",-73.904953,40.878643,"5564 Broadway","","Bronx","NY","10463","5216","BRONX" 
"23-34 94 ST GROC CORP",-73.876083,40.767136,"2334 94th St","","East Elmhurst","NY","11369","1106","QUEENS" 
"B Grocery & Deli Corp",-73.872894,40.673923,"964 Belmont Ave","","Brooklyn","NY","11208","2755","KINGS" 
"L & A Food Corp",-73.950737,40.66626,"891 Nostrand Ave","","Brooklyn","NY","11225","3002","KINGS" 
"RAVENWOOD CSA",-73.936798,40.759861,"3535 21st St Apt 2F","","Long Island City","NY","11106","4716","QUEENS" 
"WALGREEN 01180",-73.929382,40.762321,"3355 Crescent St","#67","Long Island City","NY","11106","3809","QUEENS" 
"WALGREEN 01487",-73.848381,40.723721,"10425 Queens Blvd","","Forest Hills","NY","11375","3757","QUEENS" 
"Walgreens 04029",-74.112427,41.112114,"209 Route 59","","Suffern","NY","10901","5203","ROCKLAND" 
"WALGREEN 04445",-73.818832,40.676044,"11902 Rockaway Blvd","","S Ozone Park","NY","11420","2422","QUEENS" 
"Father & Sons Deli Food Corp",-73.964439,40.64127,"1501 Cortelyou Rd","","Brooklyn","NY","11226","5607","KINGS" 
"WALGREEN 07675",-73.987465,40.740711,"33 E 23rd St","","New York","NY","10010","3639","NEW YORK" 
"RITE AID 1538",-79.037971,43.172489,"731 Center St","","Lewiston","NY","14092","1705","NIAGARA" 
"FINE FOOD & GAS LLC",-76.558617,42.930531,"50 Owasco St","","Auburn","NY","13021","4083","CAYUGA" 
"Dollar Resort Inc",-73.917152,40.834156,"190 E 167th St","","Bronx","NY","10456","4002","BRONX" 
"Dollar Commercial LLC",-73.916725,40.806568,"589 E 138th St","","Bronx","NY","10454","2702","BRONX" 
"DKL Grocery Corp",-73.85659,40.740425,"5520 103rd st","","Corona","NY","11368","5147","QUEENS" 
"DOLLAR GENERAL 7698",-73.999863,41.938103,"363 Foxhall Ave","","Kingston","NY","12401","2607","ULSTER" 
"DOLLAR GENERAL 10141",-76.058174,42.198486,"2658 State Route 26","","Maine","NY","13802","1006","BROOME" 
"NORA'S GROCERY",-73.72332,42.736774,"143 TROY SCHENECTADY RD","","WATERVLIET","NY","12189","","ALBANY" 
"DOLLAR GENERAL 6958",-75.549232,42.832451,"113 Utica St","","Hamilton","NY","13346","2001","MADISON" 
"Rueben & Manny Inc",-73.611763,40.711166,"589 Fulton Ave","","Hempstead","NY","11550","4540","NASSAU" 
"Mooney Pond Deli & Market Inc",-73.042236,40.851913,"374 Mooney Pond Rd","","Farmingville","NY","11738","1481","SUFFOLK" 
"Broad 99 C or More Inc.",-74.082024,40.623894,"225 Broad St","","Staten Island","NY","10304","2106","RICHMOND" 
"Cachet Deli Food Corp",-73.917793,40.84148,"1425 Macombs Rd","","Bronx","NY","10452","","BRONX" 
"Fulton 2208 Food Corp",-73.908142,40.678112,"2208 Fulton St","","Brooklyn","NY","11233","3305","KINGS" 
"Benny & Sons Grocery Corp",-73.880882,40.701969,"7001 Myrtle Ave","","Glendale","NY","11385","7261","QUEENS" 
"MAIN STREET MARKET",-75.132698,44.748077,"3744 County Route 14","","Madrid","NY","13660","3153","ST LAWRENCE" 
"WALMART SUPERCENTER 5242",-76.120705,43.160175,"8064 Brewerton Rd","","Cicero","NY","13039","9584","ONONDAGA" 
"DEXTER MARKET",-76.04406,44.007793,"104 EAST KIRBY STREET","","DEXTER","NY","13634","","JEFFERSON" 
"COUNCIL ON THE ENVIRONMENT,INC -GM",-74.005394,40.713814,"51 Chambers St","Ste 1231","New York","NY","10007","1240","NEW YORK" 
"KINNEY DRUGS INC 66",-76.996529,43.060394,"20 Forgham St","","Lyons","NY","14489","1308","WAYNE" 
"KINNEY DRUGS INC 75",-76.556435,43.055717,"2783 Route 31","","WEEDSPORT","NY","13166","","CAYUGA" 
"KINNEY DRUGS INC 73",-76.421478,42.712074,"130 Main St","","Moravia","NY","13118","","CAYUGA" 
"Kinney Drugs 74",-76.12188,42.801022,"596 Route 11","","TULLY","NY","13159","","ONONDAGA" 
"KINNEY DRUGS INC 72",-76.43158,42.947372,"23 Fennell St","","Skaneateles","NY","13152","1117","ONONDAGA" 
"KINNEY DRUGS INC 68",-75.549278,42.832592,"103 Utica St","","Hamilton","NY","13346","1100","MADISON" 
"KINNEY DRUGS INC 67",-75.854248,42.929928,"41 Albany St","","Cazenovia","NY","13035","1214","MADISON" 
"Mi Tierra Food Center Corp",-73.946579,40.826698,"1764 Amsterdam Ave","Frnt 1","New York","NY","10031","4149","NEW YORK" 
"Bakhter Halal Meat Grocery Inc",-73.820259,40.724041,"7309 Main St","","Flushing","NY","11367","2409","QUEENS" 
"Discount Columbia LLC",-74.007751,40.674595,"498 Columbia St","","Brooklyn","NY","11231","1918","KINGS" 
"DELTA SONIC CONVENIENCE STORE",-78.867065,42.908154,"1264 Main St","","Buffalo","NY","14209","1912","ERIE" 
"Gavilan Inc",-73.92585,41.288864,"601 South St","","Peekskill","NY","10566","3211","WESTCHESTER" 
"Marquez Grocery",-73.890724,40.93129,"114 Oak St","","Yonkers","NY","10701","4308","WESTCHESTER" 
"Central Mini Market Incorporated",-73.861404,40.679161,"7620 Liberty Ave","","Ozone Park","NY","11417","1035","QUEENS" 
"Smart Way Mini Mart",-73.918999,40.770252,"2928 Astoria Blvd","","Astoria","NY","11102","1742","QUEENS" 
"MONDAY NEIGHBORHOOD FARMER'S MKT",-75.894417,43.972633,"203 N Hamilton St","","Watertown","NY","13601","2948","JEFFERSON" 
"Larosa Foods Inc",-73.938248,40.847061,"4161 Broadway","","New York","NY","10033","3730","NEW YORK" 
"HUDSON FARMER'S MARKET",-73.794838,42.256981,"6 Columbia St","","Hudson","NY","12534","1827","COLUMBIA" 
"Reyes Deli Grocery",-73.905807,40.682438,"1526 Bushwick Ave","","Brooklyn","NY","11207","1703","KINGS" 
"CCA Food Corp",-73.874908,40.831818,"1623 E 172nd St","","Bronx","NY","10472","2203","BRONX" 
"Ave K Mini Mart Inc",-73.964737,40.622093,"1452 Coney Island Ave","","Brooklyn","NY","11230","4714","KINGS" 
"Tops 264",-79.318535,42.458527,"3955 Vineyard Dr","","Dunkirk","NY","14048","3558","CHAUTAUQUA" 
"Nouaf Shop Deli Grocery Corp",-73.834145,40.899139,"25 W Sandford Blvd","","Mount Vernon","NY","10550","4434","WESTCHESTER" 
"F & B Deli Mini Mart Inc",-73.764183,40.672401,"13802 Farmers Blvd","","Jamaica","NY","11434","4732","QUEENS" 
"Sea Green Fish Market",-73.948402,40.650822,"3102 Church Ave","","Brooklyn","NY","11226","4212","KINGS" 
"WALDEN GROCERIES",-78.834061,42.903572,"57 Walden Ave","","Buffalo","NY","14211","2219","ERIE" 
"FLYING H",-77.220375,42.282635,"68 Main St","","Savona","NY","14879","9704","STEUBEN" 
